Index,Elevation.1,Elevation.2,Leg distance.1,Leg distance.2,Leg time,Leg speed,Leg course.1,Leg course.2,Time,Position
218,8544,m,2.6,km,0:00:11,856 km/h,348.5,ИСТИНА,12/25/2022 7:36,N63° 06.028' E35° 34.204'
219,8533,m,2.4,km,0:00:10,854 km/h,348.4,ИСТИНА,12/25/2022 7:37,N63° 07.410' E35° 33.584'
220,8530,m,2.8,km,0:00:12,854 km/h,348.4,ИСТИНА,12/25/2022 7:37,N63° 08.663' E35° 33.016'
221,8541,m,2.6,km,0:00:11,854 km/h,348.6,ИСТИНА,12/25/2022 7:37,N63° 10.167' E35° 32.333'
222,8541,m,2.4,km,0:00:10,854 km/h,348.6,ИСТИНА,12/25/2022 7:37,N63° 11.545' E35° 31.716'
223,8521,m,3.1,km,0:00:13,855 km/h,348.6,ИСТИНА,12/25/2022 7:37,N63° 12.798' E35° 31.156'
224,8496,m,3.1,km,0:00:13,856 km/h,348.4,ИСТИНА,12/25/2022 7:38,N63° 14.431' E35° 30.427'
225,8481,m,2.4,km,0:00:10,856 km/h,348.4,ИСТИНА,12/25/2022 7:38,N63° 16.062' E35° 29.681'
226,8486,m,2.6,km,0:00:11,857 km/h,348.4,ИСТИНА,12/25/2022 7:38,N63° 17.318' E35° 29.108'
227,8496,m,2.9,km,0:00:12,856 km/h,348.4,ИСТИНА,12/25/2022 7:38,N63° 18.700' E35° 28.475'
228,8511,m,2.6,km,0:00:11,858 km/h,348.5,ИСТИНА,12/25/2022 7:38,N63° 20.208' E35° 27.786'
229,8518,m,3.1,km,0:00:13,857 km/h,348.5,ИСТИНА,12/25/2022 7:38,N63° 21.592' E35° 27.158'
230,8510,m,3.3,km,0:00:14,859 km/h,348.5,ИСТИНА,12/25/2022 7:39,N63° 23.226' E35° 26.413'
231,8495,m,2.6,km,0:00:11,859 km/h,348.4,ИСТИНА,12/25/2022 7:39,N63° 24.991' E35° 25.611'
232,8487,m,2.9,km,0:00:12,861 km/h,348.4,ИСТИНА,12/25/2022 7:39,N63° 26.376' E35° 24.974'
233,8477,m,2.6,km,0:00:11,861 km/h,348.2,ИСТИНА,12/25/2022 7:39,N63° 27.890' E35° 24.277'
234,8482,m,2.9,km,0:00:12,861 km/h,348.3,ИСТИНА,12/25/2022 7:39,N63° 29.279' E35° 23.629'
235,8478,m,2.6,km,0:00:11,860 km/h,348.3,ИСТИНА,12/25/2022 7:40,N63° 30.793' E35° 22.928'
236,8480,m,2.9,km,0:00:12,859 km/h,348.4,ИСТИНА,12/25/2022 7:40,N63° 32.180' E35° 22.283'
237,8476,m,2.6,km,0:00:11,858 km/h,348.3,ИСТИНА,12/25/2022 7:40,N63° 33.690' E35° 21.584'
238,8468,m,3.1,km,0:00:13,856 km/h,348.3,ИСТИНА,12/25/2022 7:40,N63° 35.074' E35° 20.943'
239,8465,m,2.4,km,0:00:10,855 km/h,348.2,ИСТИНА,12/25/2022 7:40,N63° 36.706' E35° 20.185'
240,8463,m,2.8,km,0:00:12,853 km/h,348.1,ИСТИНА,12/25/2022 7:41,N63° 37.959' E35° 19.597'
241,8456,m,3.1,km,0:00:13,859 km/h,348.4,ИСТИНА,12/25/2022 7:41,N63° 39.459' E35° 18.888'
242,8450,m,3.3,km,0:00:14,858 km/h,348.3,ИСТИНА,12/25/2022 7:41,N63° 41.096' E35° 18.129'
243,8456,m,3.3,km,0:00:14,857 km/h,348.2,ИСТИНА,12/25/2022 7:41,N63° 42.856' E35° 17.303'
244,8459,m,2.6,km,0:00:11,857 km/h,348.2,ИСТИНА,12/25/2022 7:42,N63° 44.614' E35° 16.474'
245,8464,m,2.4,km,0:00:10,856 km/h,348.1,ИСТИНА,12/25/2022 7:42,N63° 45.995' E35° 15.818'
246,8468,m,2.4,km,0:00:10,858 km/h,348.1,ИСТИНА,12/25/2022 7:42,N63° 47.249' E35° 15.219'
247,8481,m,3.1,km,0:00:13,855 km/h,348.2,ИСТИНА,12/25/2022 7:42,N63° 48.507' E35° 14.620'
248,8480,m,2.4,km,0:00:10,856 km/h,348.2,ИСТИНА,12/25/2022 7:42,N63° 50.137' E35° 13.848'
249,8474,m,2.6,km,0:00:11,855 km/h,348.4,ИСТИНА,12/25/2022 7:42,N63° 51.392' E35° 13.255'
250,8464,m,2.8,km,0:00:12,853 km/h,348.4,ИСТИНА,12/25/2022 7:43,N63° 52.771' E35° 12.610'
251,8453,m,2.6,km,0:00:11,850 km/h,348.1,ИСТИНА,12/25/2022 7:43,N63° 54.273' E35° 11.907'
252,8457,m,2.6,km,0:00:11,854 km/h,348.1,ИСТИНА,12/25/2022 7:43,N63° 55.643' E35° 11.251'
253,8463,m,2.8,km,0:00:12,852 km/h,347.9,ИСТИНА,12/25/2022 7:43,N63° 57.019' E35° 10.593'
254,8471,m,2.4,km,0:00:10,851 km/h,348.1,ИСТИНА,12/25/2022 7:43,N63° 58.515' E35° 09.864'
255,8474,m,2.6,km,0:00:11,848 km/h,347.9,ИСТИНА,12/25/2022 7:44,N63° 59.763' E35° 09.264'
256,8480,m,2.8,km,0:00:12,849 km/h,347.9,ИСТИНА,12/25/2022 7:44,N64° 01.129' E35° 08.596'
257,8489,m,2.8,km,0:00:12,849 km/h,348,ИСТИНА,12/25/2022 7:44,N64° 02.620' E35° 07.867'
258,8496,m,3.1,km,0:00:13,849 km/h,348.2,ИСТИНА,12/25/2022 7:44,N64° 04.112' E35° 07.143'
259,8498,m,3.1,km,0:00:13,848 km/h,348.3,ИСТИНА,12/25/2022 7:44,N64° 05.730' E35° 06.371'
260,8484,m,2.4,km,0:00:10,847 km/h,348.2,ИСТИНА,12/25/2022 7:45,N64° 07.346' E35° 05.607'
261,8472,m,2.8,km,0:00:12,845 km/h,348.2,ИСТИНА,12/25/2022 7:45,N64° 08.587' E35° 05.012'
262,8453,m,2.6,km,0:00:11,844 km/h,348,ИСТИНА,12/25/2022 7:45,N64° 10.074' E35° 04.301'
263,8454,m,2.8,km,0:00:12,845 km/h,348,ИСТИНА,12/25/2022 7:45,N64° 11.434' E35° 03.639'
264,8453,m,3.3,km,0:00:14,846 km/h,347.9,ИСТИНА,12/25/2022 7:45,N64° 12.919' E35° 02.913'
265,8464,m,2.8,km,0:00:12,848 km/h,347.9,ИСТИНА,12/25/2022 7:46,N64° 14.651' E35° 02.058'
266,8468,m,3.1,km,0:00:13,852 km/h,348.2,ИСТИНА,12/25/2022 7:46,N64° 16.141' E35° 01.324'
267,8456,m,3.1,km,0:00:13,855 km/h,348,ИСТИНА,12/25/2022 7:46,N64° 17.763' E35° 00.545'
268,8449,m,3.3,km,0:00:14,856 km/h,347.9,ИСТИНА,12/25/2022 7:46,N64° 19.391' E34° 59.749'
269,8454,m,3.1,km,0:00:13,857 km/h,347.9,ИСТИНА,12/25/2022 7:46,N64° 21.144' E34° 58.880'
270,8464,m,3.1,km,0:00:13,857 km/h,347.9,ИСТИНА,12/25/2022 7:47,N64° 22.775' E34° 58.071'
271,8477,m,4.1,km,0:00:17,858 km/h,348,ИСТИНА,12/25/2022 7:47,N64° 24.407' E34° 57.260'
272,8473,m,3.1,km,0:00:13,856 km/h,348.2,ИСТИНА,12/25/2022 7:47,N64° 26.543' E34° 56.209'
273,8442,m,3.1,km,0:00:13,855 km/h,348.3,ИСТИНА,12/25/2022 7:47,N64° 28.174' E34° 55.419'
274,8416,m,2.8,km,0:00:12,853 km/h,348,ИСТИНА,12/25/2022 7:48,N64° 29.803' E34° 54.634'
275,8412,m,2.1,km,0:00:09,849 km/h,347.4,ИСТИНА,12/25/2022 7:48,N64° 31.303' E34° 53.896'
276,8426,m,2.8,km,0:00:12,853 km/h,347.6,ИСТИНА,12/25/2022 7:48,N64° 32.420' E34° 53.316'
277,8458,m,2.4,km,0:00:10,854 km/h,347.7,ИСТИНА,12/25/2022 7:48,N64° 33.917' E34° 52.552'
278,8478,m,2.4,km,0:00:10,851 km/h,347.8,ИСТИНА,12/25/2022 7:48,N64° 35.166' E34° 51.920'
279,8482,m,3.3,km,0:00:14,847 km/h,347.8,ИСТИНА,12/25/2022 7:48,N64° 36.412' E34° 51.293'
280,8496,m,2.3,km,0:00:10,843 km/h,347.5,ИСТИНА,12/25/2022 7:49,N64° 38.147' E34° 50.415'
281,8505,m,2.8,km,0:00:12,848 km/h,347.7,ИСТИНА,12/25/2022 7:49,N64° 39.380' E34° 49.779'
282,8517,m,1.6,km,0:00:07,847 km/h,347.9,ИСТИНА,12/25/2022 7:49,N64° 40.868' E34° 49.023'
283,8514,m,2.8,km,0:00:12,850 km/h,347.9,ИСТИНА,12/25/2022 7:49,N64° 41.736' E34° 48.589'
284,8498,m,2.4,km,0:00:10,849 km/h,347.8,ИСТИНА,12/25/2022 7:49,N64° 43.229' E34° 47.837'
285,8485,m,2.4,km,0:00:10,851 km/h,347.9,ИСТИНА,12/25/2022 7:50,N64° 44.471' E34° 47.206'
286,8474,m,2.1,km,0:00:09,856 km/h,347.9,ИСТИНА,12/25/2022 7:50,N64° 45.717' E34° 46.580'
287,8465,m,2.1,km,0:00:09,856 km/h,347.9,ИСТИНА,12/25/2022 7:50,N64° 46.845' E34° 46.013'
288,8457,m,2.9,km,0:00:12,860 km/h,348.2,ИСТИНА,12/25/2022 7:50,N64° 47.972' E34° 45.448'
289,8436,m,2.6,km,0:00:11,859 km/h,348,ИСТИНА,12/25/2022 7:50,N64° 49.485' E34° 44.707'
290,8427,m,2.6,km,0:00:11,857 km/h,347.8,ИСТИНА,12/25/2022 7:50,N64° 50.868' E34° 44.016'
291,8425,m,2.1,km,0:00:09,857 km/h,347.7,ИСТИНА,12/25/2022 7:51,N64° 52.248' E34° 43.314'
292,8427,m,2.9,km,0:00:12,858 km/h,347.8,ИСТИНА,12/25/2022 7:51,N64° 53.376' E34° 42.736'
293,8421,m,2.4,km,0:00:10,858 km/h,347.8,ИСТИНА,12/25/2022 7:51,N64° 54.883' E34° 41.971'
294,8423,m,1.9,km,0:00:08,857 km/h,347.7,ИСТИНА,12/25/2022 7:51,N64° 56.138' E34° 41.328'
295,8418,m,2.4,km,0:00:10,856 km/h,347.6,ИСТИНА,12/25/2022 7:51,N64° 57.141' E34° 40.811'
296,8423,m,2.6,km,0:00:11,857 km/h,347.7,ИСТИНА,12/25/2022 7:51,N64° 58.393' E34° 40.160'
297,8427,m,2.4,km,0:00:10,857 km/h,347.6,ИСТИНА,12/25/2022 7:52,N64° 59.771' E34° 39.447'
298,8432,m,2.8,km,0:00:12,855 km/h,347.5,ИСТИНА,12/25/2022 7:52,N65° 01.024' E34° 38.796'
299,8442,m,2.1,km,0:00:09,856 km/h,347.4,ИСТИНА,12/25/2022 7:52,N65° 02.523' E34° 38.009'
300,8460,m,2.6,km,0:00:11,855 km/h,347.4,ИСТИНА,12/25/2022 7:52,N65° 03.649' E34° 37.415'
301,8497,m,2.4,km,0:00:10,855 km/h,347.5,ИСТИНА,12/25/2022 7:52,N65° 05.023' E34° 36.684'
302,8519,m,2.8,km,0:00:12,854 km/h,347.5,ИСТИНА,12/25/2022 7:52,N65° 06.272' E34° 36.024'
303,8520,m,2.9,km,0:00:12,856 km/h,347.9,ИСТИНА,12/25/2022 7:53,N65° 07.770' E34° 35.234'
304,8485,m,2.6,km,0:00:11,854 km/h,347.9,ИСТИНА,12/25/2022 7:53,N65° 09.273' E34° 34.464'
305,8448,m,2.9,km,0:00:12,855 km/h,347.9,ИСТИНА,12/25/2022 7:53,N65° 10.648' E34° 33.762'
306,8432,m,2.4,km,0:00:10,857 km/h,347.8,ИСТИНА,12/25/2022 7:53,N65° 12.151' E34° 32.993'
307,8434,m,2.9,km,0:00:12,858 km/h,347.4,ИСТИНА,12/25/2022 7:53,N65° 13.405' E34° 32.346'
308,8458,m,3.1,km,0:00:13,858 km/h,347.1,ИСТИНА,12/25/2022 7:54,N65° 14.909' E34° 31.543'
309,8506,m,2.4,km,0:00:10,858 km/h,347.2,ИСТИНА,12/25/2022 7:54,N65° 16.537' E34° 30.654'
310,8529,m,2.4,km,0:00:10,859 km/h,347.6,ИСТИНА,12/25/2022 7:54,N65° 17.790' E34° 29.974'
311,8518,m,2.4,km,0:00:10,859 km/h,347.8,ИСТИНА,12/25/2022 7:54,N65° 19.046' E34° 29.314'
312,8482,m,3.1,km,0:00:13,858 km/h,348,ИСТИНА,12/25/2022 7:54,N65° 20.303' E34° 28.664'
313,8427,m,2.4,km,0:00:10,856 km/h,347.8,ИСТИНА,12/25/2022 7:54,N65° 21.936' E34° 27.830'
314,8402,m,2.6,km,0:00:11,853 km/h,347.4,ИСТИНА,12/25/2022 7:55,N65° 23.189' E34° 27.181'
315,8417,m,2.8,km,0:00:12,855 km/h,347.3,ИСТИНА,12/25/2022 7:55,N65° 24.560' E34° 26.445'
316,8449,m,3.1,km,0:00:13,855 km/h,347.4,ИСТИНА,12/25/2022 7:55,N65° 26.058' E34° 25.637'
317,8452,m,2.6,km,0:00:11,856 km/h,347.4,ИСТИНА,12/25/2022 7:55,N65° 27.683' E34° 24.762'
318,8452,m,2.6,km,0:00:11,857 km/h,347.5,ИСТИНА,12/25/2022 7:55,N65° 29.059' E34° 24.020'
319,8450,m,2.6,km,0:00:11,856 km/h,347.5,ИСТИНА,12/25/2022 7:56,N65° 30.436' E34° 23.282'
320,8449,m,2.1,km,0:00:09,856 km/h,347.3,ИСТИНА,12/25/2022 7:56,N65° 31.813' E34° 22.544'
321,8463,m,2.6,km,0:00:11,857 km/h,347.3,ИСТИНА,12/25/2022 7:56,N65° 32.938' E34° 21.929'
322,8482,m,2.9,km,0:00:12,859 km/h,347.4,ИСТИНА,12/25/2022 7:56,N65° 34.316' E34° 21.181'
323,8487,m,2.1,km,0:00:09,859 km/h,347.4,ИСТИНА,12/25/2022 7:56,N65° 35.821' E34° 20.367'
324,8483,m,2.4,km,0:00:10,861 km/h,347.4,ИСТИНА,12/25/2022 7:56,N65° 36.951' E34° 19.755'
325,8468,m,2.6,km,0:00:11,862 km/h,347.4,ИСТИНА,12/25/2022 7:57,N65° 38.209' E34° 19.075'
326,8471,m,2.6,km,0:00:11,862 km/h,347.4,ИСТИНА,12/25/2022 7:57,N65° 39.594' E34° 18.322'
327,8467,m,2.4,km,0:00:10,862 km/h,347.4,ИСТИНА,12/25/2022 7:57,N65° 40.979' E34° 17.569'
328,8455,m,2.2,km,0:00:09,862 km/h,347.6,ИСТИНА,12/25/2022 7:57,N65° 42.238' E34° 16.885'
329,8443,m,2.6,km,0:00:11,860 km/h,347.3,ИСТИНА,12/25/2022 7:57,N65° 43.373' E34° 16.278'
330,8438,m,2.6,km,0:00:11,860 km/h,347.2,ИСТИНА,12/25/2022 7:58,N65° 44.755' E34° 15.518'
331,8445,m,2.6,km,0:00:11,859 km/h,347.2,ИСТИНА,12/25/2022 7:58,N65° 46.136' E34° 14.755'
332,8461,m,2.2,km,0:00:09,860 km/h,347.2,ИСТИНА,12/25/2022 7:58,N65° 47.516' E34° 13.988'
333,8469,m,2.6,km,0:00:11,861 km/h,347.5,ИСТИНА,12/25/2022 7:58,N65° 48.647' E34° 13.362'
334,8455,m,2.2,km,0:00:09,863 km/h,347.6,ИСТИНА,12/25/2022 7:58,N65° 50.032' E34° 12.614'
335,8433,m,2.6,km,0:00:11,862 km/h,347.5,ИСТИНА,12/25/2022 7:58,N65° 51.167' E34° 12.002'
336,8424,m,2.4,km,0:00:10,860 km/h,347.1,ИСТИНА,12/25/2022 7:59,N65° 52.552' E34° 11.249'
337,8433,m,2.6,km,0:00:11,860 km/h,347.1,ИСТИНА,12/25/2022 7:59,N65° 53.808' E34° 10.547'
338,8445,m,2.6,km,0:00:11,861 km/h,347.1,ИСТИНА,12/25/2022 7:59,N65° 55.188' E34° 09.772'
339,8459,m,2.9,km,0:00:12,860 km/h,347.2,ИСТИНА,12/25/2022 7:59,N65° 56.570' E34° 08.995'
340,8464,m,2.9,km,0:00:12,858 km/h,347.3,ИСТИНА,12/25/2022 7:59,N65° 58.076' E34° 08.157'
341,8459,m,2.4,km,0:00:10,858 km/h,347.1,ИСТИНА,12/25/2022 7:59,N65° 59.580' E34° 07.322'
342,8459,m,2.9,km,0:00:12,856 km/h,347.2,ИСТИНА,12/25/2022 8:00,N66° 00.832' E34° 06.615'
343,8466,m,2.4,km,0:00:10,853 km/h,347.1,ИСТИНА,12/25/2022 8:00,N66° 02.330' E34° 05.773'
344,8473,m,3.3,km,0:00:14,853 km/h,347.3,ИСТИНА,12/25/2022 8:00,N66° 03.575' E34° 05.071'
345,8469,m,2.8,km,0:00:12,854 km/h,347.2,ИСТИНА,12/25/2022 8:00,N66° 05.318' E34° 04.098'
346,8453,m,2.8,km,0:00:12,854 km/h,347.2,ИСТИНА,12/25/2022 8:00,N66° 06.813' E34° 03.256'
347,8440,m,2.6,km,0:00:11,852 km/h,347.1,ИСТИНА,12/25/2022 8:01,N66° 08.310' E34° 02.416'
348,8433,m,3.3,km,0:00:14,852 km/h,347.1,ИСТИНА,12/25/2022 8:01,N66° 09.678' E34° 01.641'
349,8432,m,2.8,km,0:00:12,852 km/h,347,ИСТИНА,12/25/2022 8:01,N66° 11.419' E34° 00.654'
350,8436,m,3.1,km,0:00:13,852 km/h,347,ИСТИНА,12/25/2022 8:01,N66° 12.909' E33° 59.801'
351,8445,m,3.6,km,0:00:15,854 km/h,347.1,ИСТИНА,12/25/2022 8:01,N66° 14.526' E33° 58.875'
352,8445,m,3.3,km,0:00:14,854 km/h,347,ИСТИНА,12/25/2022 8:02,N66° 16.395' E33° 57.810'
353,8439,m,3.3,km,0:00:14,854 km/h,346.9,ИСТИНА,12/25/2022 8:02,N66° 18.139' E33° 56.812'
354,8439,m,2.8,km,0:00:12,853 km/h,346.9,ИСТИНА,12/25/2022 8:02,N66° 19.884' E33° 55.803'
355,8434,m,3.5,km,0:00:15,849 km/h,347,ИСТИНА,12/25/2022 8:02,N66° 21.376' E33° 54.938'
356,8443,m,3.3,km,0:00:14,848 km/h,347.1,ИСТИНА,12/25/2022 8:03,N66° 23.235' E33° 53.866'
357,8443,m,3.5,km,0:00:15,848 km/h,347,ИСТИНА,12/25/2022 8:03,N66° 24.969' E33° 52.875'
358,8437,m,3.3,km,0:00:14,849 km/h,347,ИСТИНА,12/25/2022 8:03,N66° 26.824' E33° 51.806'
359,8423,m,2.6,km,0:00:11,848 km/h,347.1,ИСТИНА,12/25/2022 8:03,N66° 28.559' E33° 50.805'
360,8422,m,2.6,km,0:00:11,847 km/h,347,ИСТИНА,12/25/2022 8:04,N66° 29.920' E33° 50.021'
361,8419,m,3.1,km,0:00:13,846 km/h,347,ИСТИНА,12/25/2022 8:04,N66° 31.280' E33° 49.234'
362,8423,m,2.8,km,0:00:12,845 km/h,346.9,ИСТИНА,12/25/2022 8:04,N66° 32.884' E33° 48.304'
363,8421,m,2.8,km,0:00:12,848 km/h,346.9,ИСТИНА,12/25/2022 8:04,N66° 34.363' E33° 47.436'
364,8429,m,2.8,km,0:00:12,847 km/h,346.8,ИСТИНА,12/25/2022 8:04,N66° 35.848' E33° 46.564'
365,8441,m,3.3,km,0:00:14,848 km/h,346.8,ИСТИНА,12/25/2022 8:05,N66° 37.330' E33° 45.688'
366,8450,m,3.1,km,0:00:13,845 km/h,346.8,ИСТИНА,12/25/2022 8:05,N66° 39.060' E33° 44.666'
367,8443,m,2.6,km,0:00:11,844 km/h,346.8,ИСТИНА,12/25/2022 8:05,N66° 40.661' E33° 43.714'
368,8442,m,2.8,km,0:00:12,846 km/h,346.9,ИСТИНА,12/25/2022 8:05,N66° 42.015' E33° 42.914'
369,8431,m,2.6,km,0:00:11,846 km/h,346.9,ИСТИНА,12/25/2022 8:05,N66° 43.496' E33° 42.044'
370,8414,m,2.1,km,0:00:09,844 km/h,347,ИСТИНА,12/25/2022 8:06,N66° 44.852' E33° 41.244'
371,8405,m,2.6,km,0:00:11,844 km/h,347,ИСТИНА,12/25/2022 8:06,N66° 45.960' E33° 40.593'
372,8407,m,2.3,km,0:00:10,843 km/h,346.7,ИСТИНА,12/25/2022 8:06,N66° 47.314' E33° 39.798'
373,8410,m,2.8,km,0:00:12,841 km/h,346.7,ИСТИНА,12/25/2022 8:06,N66° 48.543' E33° 39.063'
374,8417,m,2.6,km,0:00:11,840 km/h,346.9,ИСТИНА,12/25/2022 8:06,N66° 50.014' E33° 38.178'
375,8417,m,2.8,km,0:00:12,838 km/h,346.9,ИСТИНА,12/25/2022 8:06,N66° 51.361' E33° 37.380'
376,8429,m,2.1,km,0:00:09,836 km/h,346.5,ИСТИНА,12/25/2022 8:07,N66° 52.826' E33° 36.509'
377,8443,m,2.3,km,0:00:10,836 km/h,346.6,ИСТИНА,12/25/2022 8:07,N66° 53.922' E33° 35.837'
378,8460,m,2.3,km,0:00:10,834 km/h,346.3,ИСТИНА,12/25/2022 8:07,N66° 55.140' E33° 35.097'
379,8478,m,2.1,km,0:00:09,835 km/h,346.6,ИСТИНА,12/25/2022 8:07,N66° 56.353' E33° 34.343'
380,8493,m,2.3,km,0:00:10,837 km/h,346.9,ИСТИНА,12/25/2022 8:07,N66° 57.447' E33° 33.678'
381,8491,m,2.3,km,0:00:10,838 km/h,346.9,ИСТИНА,12/25/2022 8:07,N66° 58.667' E33° 32.950'
382,8467,m,2.6,km,0:00:11,838 km/h,346.8,ИСТИНА,12/25/2022 8:08,N66° 59.889' E33° 32.221'
383,8429,m,2.6,km,0:00:11,841 km/h,346.9,ИСТИНА,12/25/2022 8:08,N67° 01.233' E33° 31.412'
384,8384,m,2.3,km,0:00:10,842 km/h,347,ИСТИНА,12/25/2022 8:08,N67° 02.583' E33° 30.607'
385,8344,m,2.6,km,0:00:11,840 km/h,347,ИСТИНА,12/25/2022 8:08,N67° 03.811' E33° 29.878'
386,8311,m,2.6,km,0:00:11,837 km/h,346.9,ИСТИНА,12/25/2022 8:08,N67° 05.160' E33° 29.082'
387,8297,m,2.8,km,0:00:12,835 km/h,346.6,ИСТИНА,12/25/2022 8:09,N67° 06.503' E33° 28.277'
388,8315,m,2.8,km,0:00:12,834 km/h,346.3,ИСТИНА,12/25/2022 8:09,N67° 07.962' E33° 27.383'
389,8363,m,2.8,km,0:00:12,827 km/h,345.7,ИСТИНА,12/25/2022 8:09,N67° 09.418' E33° 26.471'
390,8425,m,2.3,km,0:00:10,830 km/h,346,ИСТИНА,12/25/2022 8:09,N67° 10.857' E33° 25.524'
391,8462,m,2.8,km,0:00:12,836 km/h,346.2,ИСТИНА,12/25/2022 8:09,N67° 12.064' E33° 24.749'
392,8482,m,3,km,0:00:13,837 km/h,346.4,ИСТИНА,12/25/2022 8:09,N67° 13.523' E33° 23.826'
393,8481,m,3.3,km,0:00:14,839 km/h,346.4,ИСТИНА,12/25/2022 8:10,N67° 15.107' E33° 22.835'
394,8495,m,3.5,km,0:00:15,840 km/h,346.5,ИСТИНА,12/25/2022 8:10,N67° 16.817' E33° 21.768'
395,8503,m,3.3,km,0:00:14,840 km/h,346.6,ИСТИНА,12/25/2022 8:10,N67° 18.652' E33° 20.628'
396,8491,m,3.3,km,0:00:14,842 km/h,346.8,ИСТИНА,12/25/2022 8:10,N67° 20.364' E33° 19.567'
397,8472,m,3.5,km,0:00:15,842 km/h,346.5,ИСТИНА,12/25/2022 8:11,N67° 22.082' E33° 18.519'
398,8455,m,2.8,km,0:00:12,843 km/h,346.5,ИСТИНА,12/25/2022 8:11,N67° 23.921' E33° 17.373'
399,8450,m,3.5,km,0:00:15,842 km/h,346.5,ИСТИНА,12/25/2022 8:11,N67° 25.394' E33° 16.453'
400,8433,m,2.8,km,0:00:12,844 km/h,346.7,ИСТИНА,12/25/2022 8:11,N67° 27.233' E33° 15.300'
401,8415,m,3,km,0:00:13,843 km/h,346.5,ИСТИНА,12/25/2022 8:12,N67° 28.708' E33° 14.387'
402,8417,m,2.8,km,0:00:12,841 km/h,346.3,ИСТИНА,12/25/2022 8:12,N67° 30.303' E33° 13.390'
403,8424,m,2.8,km,0:00:12,840 km/h,346.5,ИСТИНА,12/25/2022 8:12,N67° 31.770' E33° 12.451'
404,8434,m,2.6,km,0:00:11,841 km/h,346.4,ИСТИНА,12/25/2022 8:12,N67° 33.237' E33° 11.526'
405,8445,m,2.8,km,0:00:12,840 km/h,346.2,ИСТИНА,12/25/2022 8:12,N67° 34.583' E33° 10.670'
406,8455,m,2.6,km,0:00:11,839 km/h,346,ИСТИНА,12/25/2022 8:13,N67° 36.048' E33° 09.728'
407,8464,m,2.8,km,0:00:12,839 km/h,346,ИСТИНА,12/25/2022 8:13,N67° 37.389' E33° 08.847'
408,8468,m,2.8,km,0:00:12,842 km/h,346.2,ИСТИНА,12/25/2022 8:13,N67° 38.851' E33° 07.885'
409,8464,m,2.6,km,0:00:11,846 km/h,346.4,ИСТИНА,12/25/2022 8:13,N67° 40.320' E33° 06.933'
410,8457,m,2.8,km,0:00:12,847 km/h,346.5,ИСТИНА,12/25/2022 8:13,N67° 41.675' E33° 06.071'
411,8451,m,2.6,km,0:00:11,848 km/h,346.2,ИСТИНА,12/25/2022 8:14,N67° 43.155' E33° 05.133'
412,8459,m,3.3,km,0:00:14,850 km/h,346.3,ИСТИНА,12/25/2022 8:14,N67° 44.511' E33° 04.254'
413,8475,m,3.1,km,0:00:13,852 km/h,346.3,ИСТИНА,12/25/2022 8:14,N67° 46.242' E33° 03.137'
414,8474,m,3.1,km,0:00:13,852 km/h,346.3,ИСТИНА,12/25/2022 8:14,N67° 47.852' E33° 02.099'
415,8459,m,3.1,km,0:00:13,853 km/h,346.2,ИСТИНА,12/25/2022 8:14,N67° 49.464' E33° 01.059'
416,8450,m,4,km,0:00:17,855 km/h,346.1,ИСТИНА,12/25/2022 8:15,N67° 51.077' E33° 00.012'
417,8440,m,3.1,km,0:00:13,856 km/h,346,ИСТИНА,12/25/2022 8:15,N67° 53.189' E32° 58.627'
418,8431,m,2.9,km,0:00:12,857 km/h,346.1,ИСТИНА,12/25/2022 8:15,N67° 54.805' E32° 57.554'
419,8427,m,2.4,km,0:00:10,859 km/h,346.2,ИСТИНА,12/25/2022 8:15,N67° 56.300' E32° 56.569'
420,8410,m,3.6,km,0:00:15,862 km/h,346.1,ИСТИНА,12/25/2022 8:15,N67° 57.549' E32° 55.753'
421,8411,m,2.9,km,0:00:12,864 km/h,346,ИСТИНА,12/25/2022 8:16,N67° 59.428' E32° 54.515'
422,8420,m,2.4,km,0:00:10,865 km/h,345.9,ИСТИНА,12/25/2022 8:16,N68° 00.935' E32° 53.514'
423,8425,m,3.1,km,0:00:13,866 km/h,345.9,ИСТИНА,12/25/2022 8:16,N68° 02.191' E32° 52.669'
424,8432,m,2.6,km,0:00:11,866 km/h,346,ИСТИНА,12/25/2022 8:16,N68° 03.826' E32° 51.573'
425,8434,m,3.4,km,0:00:14,866 km/h,346.1,ИСТИНА,12/25/2022 8:16,N68° 05.210' E32° 50.650'
426,8419,m,3.4,km,0:00:14,867 km/h,346,ИСТИНА,12/25/2022 8:17,N68° 06.971' E32° 49.480'
427,8418,m,2.7,km,0:00:11,867 km/h,346.1,ИСТИНА,12/25/2022 8:17,N68° 08.734' E32° 48.301'
428,8398,m,2.6,km,0:00:11,865 km/h,345.8,ИСТИНА,12/25/2022 8:17,N68° 10.121' E32° 47.375'
429,8399,m,2.6,km,0:00:11,865 km/h,345.5,ИСТИНА,12/25/2022 8:17,N68° 11.502' E32° 46.432'
430,8417,m,2.9,km,0:00:12,866 km/h,345.6,ИСТИНА,12/25/2022 8:17,N68° 12.881' E32° 45.469'
431,8427,m,2.9,km,0:00:12,865 km/h,345.5,ИСТИНА,12/25/2022 8:18,N68° 14.388' E32° 44.424'
432,8432,m,2.4,km,0:00:10,867 km/h,345.6,ИСТИНА,12/25/2022 8:18,N68° 15.892' E32° 43.371'
